text,sentiment
@Muhamma92662215 @PASPusat @umnoonline @pakatanharapan_ Butuh Dio Laa rafizi tu..perosak anak bangso..elok la berambus terus dari politik..Busuk punyo Manusio tu..Kemaaaaaakkkkkk ko.. invoke Palo Butuh ko..,negative
"@TerongU72356816 @Ronnie_Rusli @holiddarussalam @prabowo Didesa desa, sebelum pilihan banyak turun bantuan bantuan, mrk orang yg buta politik Dan merasa sama saja siapapun yg berkuasa, akhirnya siapa yg memberi itu yg dipilih.",netral
Yaallah gaada niat samsek mau ngerjain uas kommas ama politik😭,netral
"@SiNiel1 kalau sempat coba aja intip group atau akun mereka, gimana isiinya. @aniesbaswedan memang gak pernah menyampaikannya secara langsung. tapi sikapnya menghadapi isu-isu itu kelihatan kok walaupun saya gak tertarik dengan politik tpi cukup paham dengan prilaku politik AB",positive
"@sandalista1789 Si budi mau debat politik,ideologi atau apalah,di bikin kayak lg berpuitis.yg ditekanin kosa kata mulu,klu dia punya nalar kosa kata bukanlah soal.saking puitisnya sampe kluar istilah bola salju api..wizzzz",netral
@MukhtarLuthfi11 @SetiaAdy_p @MOMDian2 @RudyPRONKRI @Ningnon11392644 @evisuryanti10 @Edward_1smail @Jokoumb64504158 @ANDRE_OCTA_ @felixaaf1 @IshakSP2 @RizkiR4madani @sandyis5 @HettyyNk @Usep210 @yasser_fadilah @Mulia07094480 @dian_ibunda @PetrusBun @SultanAnjar @Arieamy3 @TheEndTri1 @gimbal_keren @JohnIrwan4 @GendengHrs @73hermantjoe @irfanudinmoh3 @Zulfika35354359 @babegalak1 @Iqbalkuntoro1 @eddies_song @TukangMu @demartinnie @AnkyOsama @zaenalkase03 @01_commando @denni_loyz @periani @tiluseptember @arifsamsul_ma @permadiaktivis @AmbarwatiRexy @heinz_spack @HotVeronica93 @kavitaluxi1500 @616Jordanp69 @GirlsonlySandra @KendraGirlsonly @GimbakB Iya pokoke nek  Arep #malamjumat  Aja bahas politik Bahas gedang gandul apem bae Wkwkwk,negative
@edbertgani Itu  sangat menghibur tau! Dari pada nayangin dagelan politik.,netral
Pacar gue :  IT ✅ Politik ✅  Bisnis ✅  haduh pusing gimana ga makin sayang.,netral
"Partai PKB punya Hajat nyata untuk Masyarakat Rakyat Bangsa Indonesia.Yg Aku Tau blum pernah ada Partai Politik ( PARPOL )SeDunia bisa Kumpul seperti ini,Baru PKB yg bisa melangkah Jauh dan Sebagai Tuan Rmh Para Parpol seDunia di Yogyakarta.Selamat &amp; SUCSES Khusus PKB https://t.co/f1NLpYEsbZ",positive
Lebih susah memasang segel KPK line di kantor partai politik dibanding kantor lembaga resmi yg ada dlm konstitusi seperti kantor KPU RI... @donalfariz *Peneliti ICW  Apa yg terjadi ???@KPK_RI   #BongkarBorokBUMN https://t.co/8EkQA9gqi1,netral
"Anaks Trotoar Merah ini perlu belajar banyak sebelum bertindak. Dan ,,, gantilah jargon kalian sbg ANJING penjaga ! 😂   *Tidak Terima Dituduh, Kontraktor Revitalisasi Monas Tantang @psi_id #RevitalisasiMonas @marlina_idha https://t.co/W4vnSsFs74",negative
"Terimakasih kepada awak media serta elite politik, kaum intelek dan netizen yang tak merespon perihal hal kekopongan akal yang sedang terjadi saat ini.",positive
"mohon maaf sbelumnya Yg Mulia Bpk Presiden @jokowi , disamping Pembangunan Fisik dimana2 yg luar biasa bpk kerjakan, Kami Rakyat yg Beragama Non Muslim juga sgt memerlukan Stabilitas Politik, Hukum, Keamanan. Sampai kapan gerakan Intoleransi yg masif terjadi dimana2 itu diBasmi? https://t.co/jvXGA6ISaT",positive
@mepetkiri Gak ada kawan ataupun lawan abadi dalam politik.,netral
"Bermain politik yang baik untuk kemaslahatan manusia bukan segelintir manusia.  Banyak yang main politik atau memainkan politik sedemikian rupa,tapi dia lebih memilih diam dan memanipulasi politik nya itu di kemas sedemikian rupa agar tak terlihat  Aristoteles berbicara demikian.",positive
"PSI tak gentar. Ancaman, teror, terus diarahkan para lawan politik PSI. bukan lagi  psy war, ancaman fisik pun nyaris dialami William.  PSI goyah. PSI bertekad terus membongkar kebusukan para mafia anggaran. @PSI_Jakarta @andrewenas @dprddkijakarta https://t.co/Om61GKm5bg https://t.co/p3A8bghDxD",negative
@Jadugquwat @juni_irene Tapi kalau bahas politik...blm lama aku mau dilempar kursi 😥,negative
PRESIDEN HEBAT  - Menaikkan Produk Domestik Nasional - Melakukan Lompatan Ekonomi Hingga Menduduki Peringkat 16 Besar Dunia - Mencanangkan 2023 Menjadikan Negaranya Menjadi Kekuatan Ekonomi &amp; Politik Nomor 1 Di Dunia - Punya Salah 1 Bandara Terbesar Dengan Kap 1260 Pesawat/Hari,positive
"Megawati Soekarnoputri merefleksikan perjalanan politik yg telah ia tempuh selama 47 tahun partai berdiri :  ""Kegembiraan, kepedihan, kemajuan2, harapan2, kekecewaan, rasa unggul, pahit, getir, manis, cemas, letih, semua sdh kita alami..  #UltahBuMega  https://t.co/iMhXbgMgMI",positive
Pak @Edhy_Prabowo Disinggung nih sama media istana https://t.co/UqZybEFIP2,netral
Muktamar politik belakang tabir https://t.co/CLVR4fxXXd,netral
Jika aku punya pasangan akan kuajak berdiskusi di tengah malam dengan tema urgensi pendidikan politik dan militansi bagi anak usia dini di era disrupsi. Pasti seru!!,positive
"@handokotjung kalo gue,gue jd tau gmn cara org itu lg ngerjain suatu pekerjaan yg sebenernya kita gatau mrk ngelakuinnya kyk gmn. Contoh ni pekerjaan dokter,org” yg ada di dunia politik, org” yg ada di dunia media,dll. Coba film indo bisa dicontoh ambil positifnya,bkn malah isinya berantem aje",positive
"2. Media sangat tergantung pd sumber elit politik, krn keahlian &amp; jabatan mrk dlm struktur politik. Akibatnya, ada kemungkinan media menjadi alat politik para elit. Indexing. (2/2)",netral
"Pemberitaan politik setidaknya punya 2 kecenderungan: 1. Media cenderung meliput sisi konflik dr politik, daripada sisi kerja sama dng dasar nilai berita. (1/2)",positive
"Agama x politik jadinya gini nih, heleeeh",netral
Ruwaq Jawi tak perlu diiktiraf oleh parti politik yang menggunakan nama Islam. Cukuplah sudah diiktiraf oleh ulama’2 Azhar dan nusantara (kecuali dewan ulama’ PAS).,netral
"23 Januari 1950 Pasukan Angkatan Perang Ratu Adil (APRA) bentukan Kapten Raymond Westerling menyerang TNI di Bandung, Jawa Barat. https://t.co/oOxNX6QITD",negative
"23 Januari 1967 Majalah Josei Jishin melansir surat-surat Sukarno dan istrinya, Ratna Sari Dewi. Isinya membuat syok. https://t.co/VpVQH79cAK",netral
Kerajaan keraton agung sejagat &amp; kerajaan sunda empire seakan memberikan sinyal bahwa akan ada pertarungan antara jawa dengan sunda dalam hal politik pilpres 2024.,negative
"⚫BERTAHALLUL SIYASSI DENGAN PIHAK YANG TAK SEBULU⁉️🤔  Ustaz AMANAH : kenapa taknak bekerjasama dengan orang liberal, sekular, munafiq ataupun kafir untuk dapatkan kuasa politik atau untuk jatuhkan musuh?  Ustaz PAS... https://t.co/VNwTtuoa6w",negative
"@zarazettirazr pak prabowo lg jalankan politik taqiyah,,, 2024 jd presiden, baru diberesin semuanya",positive
"@Rita8213 @detikcom Anda harus tau bagaimana kondisi dan realita kebebasan berpendapat di era skrng ini bagaimana.  Dah yaa cape ngurusin buzzer kek lu, cuma jd sampah di pentas politik.",negative
"Politik jadi pembahasan paling aku hindari di kantor. Tapi udah dua minggu ini sering banget di kantor denger kalimat ""gue sih jujur aja emang milihnya yang itu kemarin, tapi kalau kondisinya udh begini sekarang yaaa gue banting stir lah""",netral
@DsSupriyady @juni_irene Klo dah politik ganas bang? 🤣🤣🤣,netral
"Ketika publik jengah dgn TV Swasta Nasional yg menayangkan Sinetron Azab &amp; tayangan perdebatan politik yg “memuakan”, TVRI hadir menjadi salah satu pilihan dgn tayangan sepakbola.  Koq malah dianggap merusak jati diri bangsa.  Dewasnya aja yg bangsat.",negative
Hidayat Nur Wahid Komentari Ditolaknya Laporan Dugaan Korupsi Anies Baswedan https://t.co/v1FKhtEDKl https://t.co/11sxzMFOqe,netral
Coba ganti sama Jokowi ... Kira2  menang Anies atau  Anies mengalahkan beliau ?  Rocky Gerung: Upaya PDIP Gunakan Risma Menandingi Anies Tidak Akan Berhasil https://t.co/PjWt7NxaJO,netral
Tiga tokoh kontroversial ini berupaya menghapus asal-usulnya.   1. Geert Wilders 2. Richard Wagner 3. Adolf Hitler  https://t.co/DOCNfqsy37,negative
"23 Januari 1950 Setelah pasukannya, Angkatan Perang Ratu Adil, menyerang TNI di Bandung, Kapten Raymond Westerling melarikan diri dan dikejar pasukan TNI. https://t.co/AtqK5O4963",negative
"Lu ngapain sihh main politik politik kaya yang ngerti aja, politik itu kotor   Pertama, sebenernya gua pun berfikir politik itu cuma pengen kekuasaan doang. Setelah gua observasi ternyata lebih dari pada itu.   Kalau politik kotor itu cuma stigma dari orang.",negative
"@kadiyono @historia_id Malahan disetiap penaklukan wilayah, Sriwijaya selalu menempatkan prasasti kutukan guna menentramkan rakyat disana. Agar tidak terjadi pemberontakan, penghianatan. Mengingat sistem pemerintahan Sriwijaya berbentuk Kedatuhan, sangat berpotensi sekali munculnya instabilitas politik",negative
"@4Y4NKZ @wisanggeni_084 @P3nj3l4j4h_id @BadjaNuswantara @RiRiJreeng @Nouna_jessica94 @Paltiwest @Bangzul__88 @AdaCeuceu @eko_kuntadhi @imanbr @yunartowijaya @OneMurtadha @arjuno_ireng01 @woelannnn @03__nakula @Suanggi_Hitam @5Y5_one_70 @andy_nomicin @AnakLolina Megawati Soekarnoputri yang berani berhadapan muka melawan penguasa ketika politisi dan tokoh-tokoh lain yang sekarang merasa paling berjasa hanya bisa inggih manut. Perlawanan inipun dibayar mahal, karir politik Megawati Soekarnoputri, dijegal dengan berbagai cara. #UltahBuMega https://t.co/QG5TQ1bncs",negative
"hrs dirumuskan  benar P'Menhan @prabowo ...jgn dibaca sbg pengarusan balik neo-militerisme bg politik domestik,&amp;Polri hrs  ke luar dr komponen krn tugas hrs fokus pd beda fungsi ketertiban &amp; keamanan...Di Depan Pang TNI, Prabowo Ingin Hidupkan  Hankamrata https://t.co/VvibuXARUF",positive
"@Luthfie999 @aniesbaswedan . Tanpa Izin Dari Setneg, Seenaknya Revitalisasi Monas, Anies Cocok Jadi Presiden Tandingan https://t.co/T93Vxi6bHd #StopRevitalisasiMonas",negative
@Jadugquwat @juni_irene Kalau gak bahas politik sih... biasanya akur😂,positive
"Guna memulihkan wibawa kaisar dan mendistribusikan kesejahteraan ke rakyat, para perwira muda AL membunuhi tokoh liberalis. https://t.co/kPlqKhCfXE",negative
"Demokrat Ngotot Bentuk Pansus Jiwasraya, PDIP: Kurang Relevan #Jiwasraya #PDIP #RepublikMerdeka https://t.co/7sqOM1GNYj",negative
"@IwanBorneo8 @lestari_leonita Ahok udah mati karir politiknya, skrg cuma gimmick politik.",negative
"@beresonansi ㅤㅤ ( Terkadang liput berita politik, tapi buat saya yang nggak terikat instansi mana pun agak susah buat berita itu. Jadi lebih sering liput yang informatif buat semua kalangan aja. Keren! Memang sudah ditentukan kah tahun lulusnya? ) ㅤㅤ",positive
Kemunculan Caketum Baru PAN Dikhawatirkan Hanya Gorengan Politik Tanpa Menyentuh Garis &lt;i&gt;Finish&lt;/i&gt; https://t.co/jQM5J5iXXf&lt;i&gt;Finish&lt;/i&gt;-,negative
Konfigurasi Politik MPR Cerminkan Keanekaragaman https://t.co/EVrsj4KOTe https://t.co/KPcHMgaLOx,positive
@fahrudipermata politik nih,netral
"@celotehlusuh ilmu komunikasi memang masuknya ke fakultas ilmu sosial &amp; politik, yang masuk ke ranah sosial humaniora (soshum). Beginian doang aja si mba Wanda nga paham, aku pusing.",netral
"@menghanyurkan Dari ilkom, bisa langsung ganti sosial politik dalam sekejap wkwwk",positive
"Ketika para elite politik berkata ""demi rakyat, bangsa dan negara..namun seketika itu pundi2 keuangan mereka bertambah dimana bocah2 kecil harus mengais sampah untuk mencari kepingan rupiah..  Mereka berteriak demi KEADILAN.. Namun tangan mereka mencekik leher rakyat tertindas.. https://t.co/IJdkOvjtxT",negative
"Berpolitik itu memang, beresiko,harus siap di terjang atau menerjang. Tapi tanpa politik, apa yg bisa di perbuat para negarawan !?",positive
"@zarazettirazr Ketulusan perjuangannya tdk bisa dibandingkan dengan LBP. Beliau tulus korbankan diri demi negeri yg lbh baik. Motif politik, nomor sekian buat beliau. Beliau ingin negeri ini tdk hancur berkeping-keping.",positive
"Penyebab kemiskinan itu karena negara yang gagal menciptakan lapangan kerja,  karena negara selama ini telah menjadikan politik upah murah sebagai panglima atas kebijakan ketenagakerjaan, juga karena pemerintah yang gagal menjaga stabilitas harga pasar. Begitu kok nyalahin rokok https://t.co/KRblDpHRSw",negative
Korban politik dan korban arogansi https://t.co/PLFyxk0yXD,negative
@akangchan oh itu tugas politik? Kok masih dikasih tugas dah?,netral
"@linaAli88883090 @ustadtengkuzul Eh, sempak koyak...lu jangan bacot. Urus iman mu. Gw udah bayar pajak dengan tertib dr stiap aktifitas gw di negara ini...jangan bilang gw nggak bermanfaat. Gw doain bangsa ini biar bebas dr politik busuk berbungkus agama...gw doain bangsa ini damai tentram dan sejahtera.",negative
"Pengamat: Perkuat Konsolidasi, Pemilu 2024 Hanura Kembali ke Senayan https://t.co/Hgtofj4pCQ",positive
"Untung Candi Borobudur dibangun jaman old, klo skrng tentu kita tdk akan pernah melihatnya krn tdk ada, IMB tempat ibadah dari kelompok minoritas seringkali sulit terbit, apalagi jika ditambah tekanan massa.  https://t.co/04PKdmB5AL",negative
"https://t.co/fwEEi3S2ie, Pengamat politik Maksimus Ramses Lalongkoe menyangkan sikap Wakil Ketua Majelis Permusyawaratan Rakyat (MPR), Zulkifli Hasan yang mangkir dari panggilan Komisi Pemberantasan Korupsi (KPK)",negative
"Sebelum kalah #PRKKimanis, bukan main garang pertahan Pas Sementara Sabah (PSS). Sampai sanggup tuduh BN jadikan PSS modal politik &amp; fitnah BN yg laksanakan PSS. Sekarang kenapa u-turn? Tahniah rakyat Sabah &amp; Kimanis kerana mengajar PH-Warisan apa itu nilai &amp; makna kuasa rakyat! https://t.co/TdDRayxfVr",negative
@chirp__john @hendrachmanaa Kita yg sesama muslim masih ngancam gak mensholati lawan politik😓😫,negative
"Walaupun politik kacau seperti ini, banyak elemen kebangsaan dan kemasyarakatan kita yang bergerak sendiri untuk menciptakan perdamaian dan mencegah terjadinya konflik.",positive
"Sudah tidak ada tawaran lain untuk Papua. Kebijakan negara bicara lain di Jakarta main lain di Papua. Otsus sudah bukan solusi. Jelas kalo Otsus berakhir, kontrak Politik antara Papua dan Jakarta selesai. Kam stop sudah! https://t.co/CkJ1vwXvW5",netral
"Anton Tabah: Khutbah Diawasi, Emang Indonesia Komunis? #AntonTabah #KhutbahJumat #RepublikMerdeka https://t.co/1MXSY3Sblb",negative
Taknak pun duit tu semua. Cuma mintak tolong lah jalankan amanah dengan baik. Politaik macam korang ni bukan peduli pun rakyat. Cuma kenyangkan kroni masing masing. Fuck politik ! https://t.co/WLDff8jdGZ,negative
"Sehebat apapun hal yang bersifat teknis, birokratis, dan administratif itu kalau pelakunya tidak memiliki kultur untuk membangun politik untuk kesejahteraan manusia tidak akan menghasilkan kebaikan.  https://t.co/s66JeCe5VM",positive
"Ada yang salah dalam tata kelola politik di negeri kita. Antara lain, kultur politiknya tidak terbangun. Kita sibuk dengan sistem, administrasi, dan birokrasi.",negative
"Secara politik kita juga gagal. Kehidupan politik kita tidak nyaman belakangan ini. Konflik dan pertikaian pasca Pilpres masih terjadi, kata-kata kasar, hoaks, tipudaya, hasutan terjadi di mana-mana.",negative
"@Stevaniehuangg Pak @Prabowo dan @Gerindra tidak cukup menyimak dan mengerti pemikiran para Pendukungnya. Politik itu sebenarnya baik &amp; bersih namun ditangan yg kotor akan jadi rusak.  Ingat Kata2 ini, Kawanan Singa dipimpin Kambing akan mengembik.",negative
"Apapun alasannya Gimmick Menjadi seorang tukang sapu berhasil membawakan sajian tersendiri, terutama sajian di panggung politik. #tukang_sapu https://t.co/kGoIixz8AL",netral
"@Aryprasetyo85 @My_LoveNebe @b4yuw @AlvinoLulu @NannyAlexendry @cintada17 pokoknya poles terus tinggal ini kendaraan politik satu""nya Walau udh dinobatkan terbodoh😂",negative
"Akhirnya Cebong kena batunya, dulu dia bangga dengan pilihannya, sekarang dia yg kecewa dengan hasil pilihannya. Semoga tobat politik lah,, https://t.co/KK0iZt0FrP",negative
"Pertemuan Perdana Menteri Tun Dr Mahathir Mohamad dengan Presiden Pas, Datuk Seri Abdul Hadi Awang baru-baru ini yang didakwa sebagai cubaan mengubah lanskap politik disifatkan sebagai hanya tafsiran umum dan tidak mengubah apa-apa. - Anwar Ibrahim  #PKR #politik #Anwar https://t.co/M9H0uXJLuo",netral
@InfoKuala Titik berat kn isu arak Bukan isu kereta kerajaan !! Pssstttt dasar politik kotoqq @chedetofficial @SyedSaddiq,negative
Sesal kemudian tiada guna...  Betapa mahal harga yg harus dibayar oleh warga yg polos dan nurut saja ketika dicekokin propaganda juwalan agama demi politik...  Pilkada DKI adalah pilkada terkelam dan terkejam di sejarah bangsa Indonesia... https://t.co/S8xUXNtAnu,negative
@NdonBack3 Itulah politik bro benar sekali pepatah om @msaid_didu sisakan ruang untuk para politisi,netral
"@Stevaniehuangg Begitulah politik,,,",netral
"Strategi Perlawanan terhadap Terrorisme oleh Pemerintah Inggris, Menyasar Umat Islam?  Oleh : Nahdoh Fikriyah Islam, M. PD. I @IslamNahdoh Dosen dan Pengamat Politik   https://t.co/rWuIQJRrHI",netral
Buruh Di Sumatera Utara Gelar Mimbar Bebas Tolak RUU 'Cilaka' #Buruh #OmnibusLaw #RepublikMerdeka https://t.co/9gsK7gTwsz,positive
Retak Persaudaraan  Hanya karena  Beda pilihan   #malamjumat #Politik,negative
"Ibu Megawati merupakan sosok dengan REKAM JEJAK SEJARAH PEMIMPIN PALING LENGKAP. Pengalamanny lahir sebagai anak Presiden Soekarno, kemudian hidup sebagai RAKYAT BIASA, n akhirnya memilih POLITIK sebagai jalan PERJUANGAN.  #UltahBuMega  https://t.co/3pYVwYk7OV",positive
"Ingat jo, target massa simpatisan gabener ini dr awal emang mohon maaf rakyat kalangan menengah kebawah, islam radikal, awam politik &amp; ada kepentingan politik.",negative
2 JAM BISA JADI TERORIS !!  ROSI: Anda kcewa tdk ada Elite Politik bilang di RI tak ada RADIKALISME ? ALI IMRON: Kecewa! ....  ROSI: Brp lama Remaja bs menerima Paham ini ? ALI IMRON: 2 jam saya bisa memprovokasi s/d Siap BUNUHDIRI .  (TOLAK FANS ISIS PULANG KE RI) @mohmahfudmd https://t.co/hKzf7jd0w1,negative
@Muhamma92662215 @PASPusat @umnoonline @pakatanharapan_ Butuh Dio Laa rafizi tu..perosak anak bangso..elok la berambus terus dari politik..Busuk punyo Manusio tu..Kemaaaaaakkkkkk ko.. invoke Palo Butuh ko..,negative
"@TerongU72356816 @Ronnie_Rusli @holiddarussalam @prabowo Didesa desa, sebelum pilihan banyak turun bantuan bantuan, mrk orang yg buta politik Dan merasa sama saja siapapun yg berkuasa, akhirnya siapa yg memberi itu yg dipilih.",netral
Yaallah gaada niat samsek mau ngerjain uas kommas ama politik😭,netral
"@SiNiel1 kalau sempat coba aja intip group atau akun mereka, gimana isiinya. @aniesbaswedan memang gak pernah menyampaikannya secara langsung. tapi sikapnya menghadapi isu-isu itu kelihatan kok walaupun saya gak tertarik dengan politik tpi cukup paham dengan prilaku politik AB",positive
"Virus d ciptakan, tp vaksinny tdk. Politik?",negative
@ustadtengkuzul yg suka dadakan berburu babi kala politik sedang anget2nya.... https://t.co/C2qvjHH9VK,netral
"Terseret musim kampanye politik, karena alasan ideal atau sekadar taktik. #BRORIVAICenter",negative
"@dektampu Wajah negeri Indonesia yg kata orang gmah Ripah loh jinawi,sedih Ampe segitunya nyari makan hanya tokl bertahan hidup,elit politik ,pejabat kok GK mikir ya,masih mau jdi koruptor..wedan mana mau berkah negri ini",negative
Prajurit Penjaga Perbatasan RI-PNG Ajarkan Mama-Mama Papua Cara Membuat Kue - https://t.co/wh6sgNqa8Q https://t.co/wruz8iFZTA,positive
Yuk Baca #detiknewsid https://t.co/fQs1KZKlCb,netral
"Tidur, besok politik kantornya di jalankan lagi",netral
Gorengan Politik Berkolesterol Tinggi https://t.co/Mw121yWgWQ,netral
"Saya yakin Gie akan berkata kepada pak Budiman, ""Semoga kau nyaman di parlemen dengan segala lobi-lobi politik untuk mempertahankan kekuasaanmu"" https://t.co/52KXZNXSur",positive
@BangBrewokzzz @permadiaktivis Anis- Khofifah adalah pelecehan!  Kalo dasarnya imajinasi harusnya disebut kadrun gila yg seperti wan bacot. Sesama perangkai kata dan pendukung politik sara.  Bukan @KhofifahIP .  Ane yakin kepala daerah yang waras pasti ogah jadi cawapres wan bacot.  Ane protes keras!!!,negative
Kapan kongres @Official_PAN akan dilaksanakan? https://t.co/s3oaORmGkL,netral
"#TheLiesWithin bagus banget. 😍  Awalnya selidiki kecelakaan Bapak Seo Hui, konfliknya lanjut selidiki hilangnya suami Seo Hui dan muncul konflik lain ternyata berhubungan sama politik, saling berkaitan.  Keren nih OCN deh kalo bikin drama genre ginian. 👏👏",positive
@jokowi @politik_twit ada kemungkinan... *catat,netral
"@saidiman Apapun cerita sinetron tetap lebih menarik dibanding berita politik,  korupsi,  krn sinetron sdh kita tahu hanya cetita fiktif belaka,  kalo berita politik dan korupsi byk halu nya cintih @ILCtv1",netral
Apa itu ?  Tentu bukan RUU KPK 'kan ?  https://t.co/LC987XwZI8,netral
"Indeks Persepsi Korupsi : Meski Membaik, Tata Kelola Politik dan Hukum Jadi Penghambat https://t.co/SAH7PNzLkW",negative
sedih sih kalo sampe ada hk elf yg mikin c elf ngelakuin ini karna masalah politik. :) https://t.co/VEawrpuldR,negative
Gk bisa dibilang ecek-ecek sih jalan politik Bu Mega ini. Masalah di dalem perpolitikannya kek mana mah gk akan ada abisnya kalo dipake debat. https://t.co/Gcmb0JhAtX,netral
Seharusnya pengabdian terhadap partai berakhir ketika Yasonna menjadi pejabat publik. Harusnya menteri mengutamakan kepentingan negara dibanding partai. Sayang presiden malah memperbolehkan [dualisme].  https://t.co/TcY03V2FJZ,netral
Bacaan malam ini https://t.co/plMAMgtyTt,netral
"@sandalista1789 tarung politik,, kl terdesak lapor polisi",netral
"@jokowi Bagaimana Bapak konkritnya melakukan Pengendalian Anggaran di @Kemhan_RI  tidak dijelaskan, kenapa yach 🤭mengapa tidak libatkan @BPKPgoid  , @ItjenKemenkeu @KemenkeuRI @PolhukamRI @ojkindonesia @OmbudsmanRI137  agar tidak ""Liar"" @Kemhan_RI dan ingat ini bukan ending nego politik",negative
700 Personel Satuan BKO Koramil Persiapan Mulai Diberikan Pembekalan - https://t.co/4cYopHQ6ve https://t.co/IO8EB8nDcD,positive
Yuk Baca #detiknewsid https://t.co/zsO7d20jOe,netral
Kesimpulan:  Prahara politik akibat Kasus Korupsi Jiwasraya - KPU disebabkan oleh wanprestasi Genk jenderal merah /Tri Tunggal SBY-LBP-HP pada kesepakatan pre pilpres 2019  Di mana suksesi RI - 2 harus diselenggarakan secara seksama dan dalam tempo yg sesingkat2nya   Hihihi,netral
Prabowo: Pertahanan Indonesia Kian Kokoh https://t.co/nVYy5O36NN https://t.co/fPfiUSDcGg,positive
@ruhutsitompul Indahnya dunia politik,netral
"Eh mumpung inget.   Kalau ada yang sering mengajak menyesat-sesatkan yang lain, hati-hati ya twips. Ada kepentingan politik identitas di balik gerakan penyesatan. Bukan soal ibadah.  Nanti deh kapan2 saya bahas.  ...... tapi udah utang banyak topik  bahasan ya? Duh....",netral
"Nah penting juga untuk paham, bahwa urusan jilbab (beda lho dg urusan aurat) bukan hanya urusan aqidah. Urusan jilbab di Indonesia 50th terakhir ini membawa muatan ideologi &amp; politik identitas. Makanya akhir2 ini banyak intimidasi &amp;  diskriminasi soal jilbab. Hati-hati, ah.",positive
Rakyat sudah muak dengan tingkah laku para elit politik...😎 https://t.co/Q87wkiNLmS,negative
"Ajak anakmu ke Bonbin,  bisikkan di kupingnya, “Kamu tdk mau dijebloskan ke dalam kandang seperti binatang itu kan? Nah, jadilah kamu manusia yang paham politik. Manusia yang tidak berpolitik itu namanya binatang, dan binatang yg berpolitik itu namanya manusia”  -Mahbub Djunaedi",negative
"Petualangannya pun dimulai lagi dari Prancis, Inggris, beserta sekutunya.  Dia beralih dari ranjang satu ke ranjang lainnya serta berbagai pelukan para elite politik dan militer Inggris dan Prancis.",netral
"@tribunnews @tribunkaltim Semoga dunia politik menjadi terang, tidak seperti saat ini  rakyat dibuat bingung, semua pihak hendaknya bersabar menunggu waktu yang lebih terang lagi, memang semuanya harus mengambil hikmah dari pengorbanan jiwa dan materi untuk penegakan demokrasi yang bermartabat.",positive
#UltahBuMega   PDIP Beri Kado Ulang Tahun Istimewa untuk Megawati   https://t.co/G0ZPjsL0yX,positive
@ArnezHamidi @KhalidSamad Mereka sokong dap sbb mereka pakai otak dan pentingkan negara daripada duit. Melayu pecah belah sbb ada segelintir yg pakai otak dan ada yg tak habis habis dgn politik kaum.,negative
"Megawati mengingatkan perempuan Indonesia tidak takut terjun ke dunia politik. Konstitusi Indonesia tidak membedakan antara laki2 dan perempuan, dengan menempatkan perempuan sama dan sederajat dengan laki2  #UltahBuMega  https://t.co/Szsdz7kKqX",positive
@pandji kayak junjungan lu gak gitu aja. lebih rajin aja ngeframing lawan politik. lu sama kotornya sama mereka.,negative
@digeeembok Sekelas Sarah Iridina kenapa ga di rekrut kembali..udah ketauan sepak terjangnya buat garuda bagus..ini malah yeny wahid....ya ya...mikiiir sendiriah politik itu..kotor,negative
Salah satu Perempuan yg paling Fenomenal di negri ini. Bu Mega adalah pejuang hak perempuan yang telah memberi bukti. Bu Mega selalu mendorong agar perempuan terlibat dalam politik. #UltahBuMega https://t.co/p1ix0Z9CPX,positive
"@BennyKeef @PartaiSocmed Quote: “Dalam hal ini kami Dewas, ya, berusaha berupaya KPK itu bukan diperlemah tapi justru diperkuat. Melalui apa? Tentu melalui tugas Dewas yang diamanatkan UU 19 Tahun 2019,” tutur guru besar politik LIPI ini.  KPK melemah karena ada Dewas? Gak mau diawasi?",positive
Acara I*C juga sama saja dagelannya dengan sunda expire. Kenapa profesor ilmu politik sih yg jadi panelisnya? Apa gaada gitu profesor ilmu budaya di Indonesia? Masalah kerajaan baru ini masalah kriminal yg dikemas melalui medium budaya.,negative
Bhkan ada resiko para pebisnis akan terjebak pada situasi yg korup dalam melakukan transaksi bisnis jika sektor hukum dan politik tidak dibenahi.,negative
Tausiyah politik tengah malam broo https://t.co/ySNKT3AjZd,netral
https://t.co/RGO1RalgVn - Yasonna Laoly Minta Maaf Usai Didemo Warga Tanjung Priok Baca Selengkapnya : https://t.co/7d2f8G01C4  #beritaindonesia #kesehatan #teknologi #otomotif #ceritadewasa #wisata #olahraga #artis #politik https://t.co/2qpoEoRwv9,positive
Tidak semua akun main politik.  Dan tidak semua akun cinta politik.  #mikir https://t.co/iSyRLO13Lt,netral
"Ini pertanyaan serius, apa sekedar satir? Atau justru kontemplasi mutung atas pilihan politik sendiri? Mgkn @sandalista1789 bisa menganalisis ini dgn teori hipokritisme simbolik... https://t.co/c0KS54a3fN",netral
"🇮🇩Megawati sukarno putri 🇮🇩 Sejarah indonesia yg hidup wanita yg lahir dari kesaksian negri ini, wanita yg tumbuh dari lembut dan kerasnya sejarah politik di indonesia, dan dia adalah tanggul batu yg tak pernah jebol dalam aliran deras lumpur sejarah,   #UltahBumega  ❤🇮🇩❤🌹🌹 https://t.co/JOvnuwta7u",positive
"@AnakLolina Makanya gw ga mau ikut politik,mau dinegara manapun tetep sama kotornya.",negative
